character,dialogue,movie
"41 ""THREEPIO"" ""What did he say?""",,Episode VI
"42 ""LUKE"" ""... Both are hardworking and will serve you well.""",,Episode VI
"43 ""THREEPIO"" ""This can't be! Artoo, you're playing the wrong message.""",,Episode VI
"44 ""JABBA"" ""There will be no bargain.""",,Episode VI
"45 ""THREEPIO"" ""We're doomed.""",,Episode VI
"46 ""JABBA"" ""I will not give up my favorite decoration. I like Captain Solo where he is.""",,Episode VI
"47 ""THREEPIO"" ""Artoo, look! Captain Solo. And he's still frozen in carbonite.""",,Episode VI
"48 ""THREEPIO"" ""What could possibly have come over Master Luke. Is it something I did? He never expressed any unhappiness with my work. Oh! Oh! Hold it! Ohh!""",,Episode VI
"49 ""NINEDENINE"" ""Ah, good. New acquisitions. You are a protocol droid, are you not?""",,Episode VI
"50 ""THREEPIO"" ""I am See-Threepio, human-cy...""",,Episode VI
"51 ""NINEDENINE"" ""Yes or no will do.""",,Episode VI
"52 ""THREEPIO"" ""Oh. Well, yes.""",,Episode VI
"53 ""NINEDENINE"" ""How many languages do you speak?""",,Episode VI
"54 ""THREEPIO"" ""I am fluent in over six million forms of communication, and can readily...""",,Episode VI
"55 ""NINEDENINE"" ""Splendid! We have been without an interpreter since our master got angry with our last protocol droid and disintegrated him.""",,Episode VI
"56 ""THREEPIO"" ""Disintegrated?""",,Episode VI
"57 ""NINEDENINE"" ""Guard! This protocol droid might be useful. Fit him with a restraining bolt and take him back to His Excellency's main audience chamber.""",,Episode VI
"58 ""THREEPIO"" ""Artoo, don't leave me! Ohhh!""",,Episode VI
"59 ""NINEDENINE"" ""You're a feisty little one, but you'll soon learn some respect. I have need for you on the master's Sail Barge. And I think you'll fit in nicely.""",,Episode VI
"60 ""JABBA"" ""Da Eitha!""",,Episode VI
"61 ""OOLA"" ""Na Chuba negatorie Na! Na! Natoota...""",,Episode VI
"62 ""JABBA"" ""Boscka!""",,Episode VI
"63 ""BOUSHH"" ""I have come for the bounty on this Wookiee.""",,Episode VI
"64 ""THREEPIO"" ""Oh, no! Chewbacca!""",,Episode VI
"65 ""JABBA"" ""At last we have the mighty Chewbacca.""",,Episode VI
"66 ""THREEPIO"" ""Oh, uh, yes, uh, I am here, Your Worshipfulness. Uh... yes!""",,Episode VI
"67 ""THREEPIO"" ""Oh. The illustrious Jabba bids you welcome and will gladly pay you the reward of twenty- five thousand.""",,Episode VI
"68 ""BOUSHH"" ""I want fifty thousand. No less.""",,Episode VI
"69 ""THREEPIO"" ""Uh, oh... but what, what did I say?  Uh, the mighty Jabba asks why he must pay fifty thousand.""",,Episode VI
"70 ""THREEPIO"" ""Because he's holding a thermal detonator.""",,Episode VI
"71 ""JABBA"" ""This bounty hunter is my kind of scum. Fearless and inventive.""",,Episode VI
"72 ""THREEPIO"" ""Jabba offers the sum of thirty-five. And I suggest you take it.""",,Episode VI
"73 ""BOUSHH"" ""Zeebuss.""",,Episode VI
"74 ""THREEPIO"" ""He agrees!""",,Episode VI
"75 ""BOUSHH"" ""Just relax for a moment. You're free of the carbonite.""",,Episode VI
"76 ""BOUSHH"" ""Shhh. You have hibernation sickness.""",,Episode VI
"77 ""HAN"" ""I can't see.""",,Episode VI
"78 ""BOUSHH"" ""You eyesight will return in time.""",,Episode VI
"79 ""HAN"" ""Where am I?""",,Episode VI
"80 ""BOUSHH"" ""Jabba's palace.""",,Episode VI
"81 ""HAN"" ""Who are you?""",,Episode VI
"82 ""LEIA"" ""Someone who loves you.""",,Episode VI
"83 ""HAN"" ""Leia!""",,Episode VI
"84 ""LEIA"" ""I gotta get you out of here.""",,Episode VI
"85 ""HAN"" ""What's that? I know that laugh.""",,Episode VI
"86 ""HAN"" ""Hey, Jabba. Look, Jabba, I was just on my way to pay you back, but I got a little sidetracked. It's not my fault.""",,Episode VI
"87 ""JABBA"" ""It's too late for that, Solo. You may have been a good smuggler, but now you're Bantha fodder.""",,Episode VI
"88 ""HAN"" ""Look...""",,Episode VI
"89 ""JABBA"" ""Take him away!""",,Episode VI
"90 ""HAN"" ""Jabba... I'll pay you triple! You're throwing away a fortune here. Don't be a fool!""",,Episode VI
"91 ""JABBA"" ""Bring her to me.""",,Episode VI
"92 ""LEIA"" ""We have powerful friends. You're gonna regret this...""",,Episode VI
"93 ""JABBA"" ""I'm sure.""",,Episode VI
"94 ""LEIA"" ""Ugh!""",,Episode VI
"95 ""THREEPIO"" ""Ohhh, I can't bear to watch.""",,Episode VI
"96 ""HAN"" ""Chewie? Chewie, is that you?""",,Episode VI
"97 ""HAN"" ""Ah! Chew--Chewie!""",,Episode VI
"98 ""HAN"" ""Wait. I can't see, pal. What's goin' on?""",,Episode VI
"99 ""HAN"" ""Luke? Luke's crazy. He can't even take care of himself, much less rescue anybody.""",,Episode VI
"100 ""HAN"" ""A...Jedi Knight? I--I'm out of it for a little while, everybody gets delusions of grandeur.""",,Episode VI
"101 ""HAN"" ""I'm all right, pal. I'm all right.""",,Episode VI
"102 ""LUKE"" ""I must speak with Jabba.""",,Episode VI
"103 ""LUKE"" ""You will take me to Jabba now!""",,Episode VI
"104 ""LUKE"" ""You serve your master well.""",,Episode VI
"105 ""LUKE"" ""And you will be rewarded.""",,Episode VI
"106 ""THREEPIO"" ""At last! Master Luke's come to rescue me.""",,Episode VI
"107 ""BIB"" ""Master.""",,Episode VI
"108 ""BIB"" ""...Luke Skywalker, Jedi Knight.""",,Episode VI
"109 ""JABBA"" ""I told you not to admit him.""",,Episode VI
"110 ""LUKE"" ""I must be allowed to speak.""",,Episode VI
"111 ""BIB"" ""He must be allowed to speak.""",,Episode VI
"112 ""JABBA"" ""You weak-minded fool! He's using an old Jedi mind trick.""",,Episode VI
"113 ""LUKE"" ""You will bring Captain Solo and the Wookiee to me.""",,Episode VI
"114 ""JABBA"" ""Your mind powers will not work on me, boy.""",,Episode VI
"115 ""LUKE"" ""Nevertheless, I'm taking Captain Solo and his friends. You can either profit by this... or be destroyed! It's your choice. But I warn you not to underestimate my powers.""",,Episode VI
"116 ""THREEPIO"" ""Master Luke, you're standing on...""",,Episode VI
"117 ""JABBA"" ""There will be no bargain, young Jedi. I shall enjoy watching you die.""",,Episode VI
"118 ""JABBA"" ""Bascka!""",,Episode VI
"119 ""THREEPIO"" ""Oh, no! The Rancor!""",,Episode VI
"120 ""JABBA"" ""Bring me Solo and the Wookiee. They will all suffer for this outrage.""",,Episode VI
"121 ""LUKE"" ""Han!""",,Episode VI
"122 ""HAN"" ""Luke!""",,Episode VI
"123 ""LUKE"" ""Are you all right?""",,Episode VI
"124 ""HAN"" ""Fine. Together again, huh?""",,Episode VI
"125 ""LUKE"" ""Wouldn't miss it.""",,Episode VI
"126 ""HAN"" ""How are we doing?""",,Episode VI
"127 ""LUKE"" ""The same as always.""",,Episode VI
"128 ""HAN"" ""That bad, huh? Where's Leia?""",,Episode VI
"129 ""LEIA"" ""I'm here.""",,Episode VI
"130 ""THREEPIO"" ""Oh, dear. His High Exaltedness, the great Jabba the Hutt, has decreed that you are to be terminated immediately.""",,Episode VI
"131 ""HAN"" ""Good, I hate long waits.""",,Episode VI
"132 ""THREEPIO"" ""You will therefore be taken to the Dune Sea and cast into the pit of Carkoon, the nesting place of the all-powerful Sarlacc.""",,Episode VI
"133 ""HAN"" ""Doesn't sound so bad.""",,Episode VI
"134 ""THREEPIO"" ""In his belly, you will find a new definition of pain and suffering, as you are slowly digested over a thousand years.""",,Episode VI
"135 ""HAN"" ""On second thought, let's pass on that, huh?""",,Episode VI
"136 ""LUKE"" ""You should have bargained, Jabba. That's the last mistake you'll ever make.""",,Episode VI
"137 ""HAN"" ""I think my eyes are getting better. Instead of a big dark blur, I see a big light blur.""",,Episode VI
"138 ""LUKE"" ""There's nothing to see. I used to live here, you know.""",,Episode VI
"139 ""HAN"" ""You're gonna die here, you know. Convenient.""",,Episode VI
"140 ""LUKE"" ""Just stick close to Chewie and Lando. I've taken care of everything.""",,Episode VI
"141 ""HAN"" ""Oh... great!""",,Episode VI
"142 ""JABBA"" ""Soon you will learn to appreciate me.""",,Episode VI
"143 ""THREEPIO"" ""Oh, I'm terribly sor... Artoo! What are you doing here?""",,Episode VI
"144 ""THREEPIO"" ""Well, I can see you're serving drinks, but this place is dangerous. They're going to execute Master Luke and, if we're not careful, us too!""",,Episode VI
"145 ""THREEPIO"" ""Hmm.  I wish I had your confidence.""",,Episode VI
"146 ""THREEPIO"" ""Victims of the almighty Sarlacc: His Excellency hopes that you will die honorably. But should any of you wish to beg for mercy, the great Jabba the Hutt will now listen to your pleas.""",,Episode VI
"147 ""HAN"" ""Threepio, you tell that slimy piece of... worm-ridden filth he'll get no such pleasure from us. Right?""",,Episode VI
"148 ""LUKE"" ""Jabba! This is your last chance. Free us or die.""",,Episode VI
"149 ""JABBA"" ""Move him into position.""",,Episode VI
"150 ""JABBA"" ""Put him in.""",,Episode VI
"151 ""LUKE"" ""Easy, Chewie.""",,Episode VI
"152 ""LANDO"" ""Whoa! Whoa! Help!""",,Episode VI
"153 ""HAN"" ""Chewie, you okay? Where is he?""",,Episode VI
"154 ""HAN"" ""I'm okay, pal.""",,Episode VI
"155 ""LANDO"" ""Han! Chewie?""",,Episode VI
"156 ""HAN"" ""Lando!""",,Episode VI
"157 ""HAN"" ""Boba Fett?! Boba Fett?! Where?""",,Episode VI
"158 ""HAN"" ""Lando, grab it!""",,Episode VI
"159 ""LANDO"" ""Lower it!""",,Episode VI
"160 ""HAN"" ""I'm trying!""",,Episode VI
"161 ""HAN"" ""Whoa! Whoa! Grab me, Chewie! I'm slipping.""",,Episode VI
"162 ""HAN"" ""Grab it! L--Lando. Grab!""",,Episode VI
"163 ""HAN"" ""Grab it! Almost... You almost got it!""",,Episode VI
"164 ""LANDO"" ""Hold it! Whoa!""",,Episode VI
"165 ""HAN"" ""Gently now. All... all right. Now easy, easy. Hold me, Chewie.""",,Episode VI
"166 ""HAN"" ""Chewie! Chewie, give me the gun. Don't move, Lando.""",,Episode VI
"167 ""LANDO"" ""No, wait! I thought you were blind!""",,Episode VI
"168 ""HAN"" ""It's all right. Trust me. Don't move.""",,Episode VI
"169 ""LANDO"" ""All right! A little higher! Just a little higher!""",,Episode VI
"170 ""HAN"" ""Chewie, Pull us up! Come on! Okay... up, Chewie, up!""",,Episode VI
"171 ""LEIA"" ""Come on. We gotta get out of here quick.""",,Episode VI
"172 ""THREEPIO"" ""Not my eyes! Artoo, help! Quickly, Artoo. Oh! Ohhh! You beast!""",,Episode VI
"173 ""LUKE"" ""Get the gun! Point it at the deck!""",,Episode VI
"174 ""LUKE"" ""Point it at the deck!""",,Episode VI
"175 ""THREEPIO"" ""Artoo, where are we going? I couldn't possibly jump.""",,Episode VI
"176 ""LUKE"" ""Come on!""",,Episode VI
"177 ""LUKE"" ""Let's go! And don't forget the droids.""",,Episode VI
"178 ""LANDO"" ""We're on our way.""",,Episode VI
"179 ""HAN"" ""I don't know. All I can see is a lot of blowing sand!""",,Episode VI
"180 ""LEIA"" ""That's all any of us can see.""",,Episode VI
"181 ""HAN"" ""Then I guess I'm getting better.""",,Episode VI
"182 ""HAN"" ""I've got to hand it to you, kid, you were pretty good out there.""",,Episode VI
"183 ""LUKE"" ""I had a lot of help. Think nothing of it.""",,Episode VI
"184 ""HAN"" ""No, I'm thinking a lot about it. That carbon freeze was the closest thing to dead there is. And it wasn't just sleepin'. It was a big wide awake nothing!""",,Episode VI
"185 ""LUKE"" ""I'll see you back at the fleet.""",,Episode VI
"186 ""HAN"" ""Why don't you leave that crate and come with us?""",,Episode VI
"187 ""LUKE"" ""I have a promise I have to keep first... to an old friend.""",,Episode VI
"188 ""HAN"" ""Guess I owe you some thanks, too, Lando.""",,Episode VI
"189 ""LANDO"" ""Figured if I left you frozen like that you'd just give me bad luck the rest of my life, so I might as well get you unfrozen sooner or later.""",,Episode VI
"190 ""LEIA"" ""He means \""You're welcome.\""""",,Episode VI
"191 ""LANDO"" ""Come on, let's get off this miserable dust ball.""",,Episode VI
"192 ""LUKE"" ""I'll meet you back at the fleet.""",,Episode VI
"193 ""LEIA"" ""Hurry. The Alliance should be assembled by now.""",,Episode VI
"194 ""LUKE"" ""I will.""",,Episode VI
"195 ""HAN"" ""Hey, Luke, thanks. Thanks for comin' after me. Now I owe you one.""",,Episode VI
"196 ""LUKE"" ""That's right, Artoo. We're going to the  Dagobah system. I have a promise to keep...  to an old friend.""",,Episode VI
"197 ""EMPEROR"" ""Rise, my friend.""",,Episode VI
"198 ""VADER"" ""The Death Star will be completed on schedule.""",,Episode VI
"199 ""EMPEROR"" ""You have done well, Lord Vader. And now I sense you wish to continue your search for young Skywalker.""",,Episode VI
"200 ""VADER"" ""Yes, my Master.""",,Episode VI
"201 ""EMPEROR"" ""Patience, my friend. In time he will seek you out. And when he does, you must bring him before me. He has grown strong. Only together can we turn him to the dark side of the Force.""",,Episode VI
"202 ""VADER"" ""As you wish.""",,Episode VI
"203 ""EMPEROR"" ""Everything is proceeding as I have foreseen.""",,Episode VI
"204 ""YODA"" ""Hmm. That face you make. Look I so old to young eyes?""",,Episode VI
"205 ""LUKE"" ""No... of course not.""",,Episode VI
"206 ""YODA"" ""I do, yes, I do!  Sick have I become. Old and weak.  When nine hundred years old you reach, look as good you will not. Hmm?""",,Episode VI
"207 ""YODA"" ""Soon will I rest. Yes, forever sleep. Earned it, I have.""",,Episode VI
"208 ""LUKE"" ""Master Yoda, you can't die.""",,Episode VI
"209 ""YODA"" ""Strong am I with the Force... but not that strong! Twilight is upon me and soon night must fall. That is the way of things ... the way of the Force.""",,Episode VI
"210 ""LUKE"" ""But I need your help. I've come back to complete the training.""",,Episode VI
"211 ""YODA"" ""No more training do you require. Already know you that which you need.""",,Episode VI
"212 ""LUKE"" ""Then I am a Jedi?""",,Episode VI
"213 ""YODA"" ""Ohhh. Not yet. One thing remains: Vader. You must confront Vader. Then, only then, a Jedi will you be. And confront him you will.""",,Episode VI
"214 ""LUKE"" ""Master Yoda... is Darth Vader my father?""",,Episode VI
"215 ""YODA"" ""Mmm... rest I need. Yes... rest.""",,Episode VI
"216 ""LUKE"" ""Yoda, I must know.""",,Episode VI
"217 ""YODA"" ""Your father he is.""",,Episode VI
"218 ""YODA"" ""Told you, did he?""",,Episode VI
"219 ""LUKE"" ""Yes.""",,Episode VI
"220 ""YODA"" ""Unexpected this is, and unfortunate..""",,Episode VI
"221 ""LUKE"" ""Unfortunate that I know the truth?""",,Episode VI
"222 ""YODA"" ""No. Unfortunate that you rushed to face him... that incomplete was your training. Not ready for the burden were you.""",,Episode VI
"223 ""LUKE"" ""Well, I'm sorry.""",,Episode VI
"224 ""YODA"" ""Remember, a Jedi's strength flows from the Force.  But beware.  Anger, fear, aggression. The dark side are they.  Once you start down the dark path, forever will it dominate your destiny.""",,Episode VI
"225 ""YODA"" ""Luke...Luke...Do not...Do not underestimate the powers of the Emperor, or suffer your father's fate, you will. Luke, when gone am I , the last of the Jedi will you be. Luke, the Force runs strong in your family. Pass on what you have learned, Luke...  There is... another...Sky...Sky...walker.""",,Episode VI
"226 ""LUKE"" ""I can't do it, Artoo. I can't go on alone.""",,Episode VI
"227 ""BEN"" ""Yoda will always be with you.""",,Episode VI
"228 ""LUKE"" ""Obi-Wan! Why didn't you tell me?""",,Episode VI
"229 ""LUKE"" ""You told me Vader betrayed and murdered my father.""",,Episode VI
"230 ""BEN"" ""You father was seduced by the dark side of the Force. He ceased to be Anakin Skywalker and became Darth Vader. When that happened, the good man who was your father was destroyed. So what I have told you was true... from a certain point of view.""",,Episode VI
"231 ""LUKE"" ""A certain point of view!""",,Episode VI
"232 ""BEN"" ""Luke, you're going to find that many of the truths we cling to depend greatly on our own point of view.""",,Episode VI
"233 ""BEN"" ""I don't blame you for being angry. If I was wrong in what I did, it certainly wouldn't have been for the first time. You see, what happened to your father was my fault.""",,Episode VI
"234 ""BEN"" ""Anakin was a good friend.""",,Episode VI
"235 ""BEN"" ""When I first knew him, your father was already a great pilot. But I was amazed how strongly the Force was with him.  I took it upon myself to train him as a Jedi.  I thought that I could instruct him just as well as Yoda.  I was wrong.  My pride has had terrible consequences for the galaxy.""",,Episode VI
"236 ""LUKE"" ""There's still good in him.""",,Episode VI
"237 ""BEN"" ""I also thought he could be turned back to the good side. It couldn't be done. He is more machine now than man. Twisted and evil.""",,Episode VI
"238 ""LUKE"" ""I can't do it, Ben.""",,Episode VI
"239 ""BEN"" ""You cannot escape your destiny.""",,Episode VI
"240 ""LUKE"" ""I tried to stop him once. I couldn't do it.""",,Episode VI
"241 ""BEN"" ""Vader humbled you when first you met him, Luke...but that experience was part of your training. It taught you, among other things, the value of patience.  Had you not been so impatient to defeat Vader then, you could have finished your training here with Yoda. You would have been prepared.""",,Episode VI
"242 ""LUKE"" ""But I had to help my friends.""",,Episode VI
"243 ""BEN"" ""And did you help them? It was they who had to save you. You achieved little by rushing back prematurely, I fear.""",,Episode VI
"244 ""LUKE"" ""I found out Darth Vader was my father.""",,Episode VI
"245 ""BEN"" ""To be a Jedi, Luke, you must confront and then go beyond the dark side - the side your father couldn't get past. Impatience is the easiest door - for you, like your father. Only, your father was seduced by what he found on the other side of the door, and you have held firm. You're no longer so reckless now, Luke. You are strong and patient. And now, you must face Darth Vader again!""",,Episode VI
"246 ""LUKE"" ""I can't kill my own father.""",,Episode VI
"247 ""BEN"" ""Then the Emperor has already won. You were our only hope.""",,Episode VI
"248 ""LUKE"" ""Yoda spoke of another.""",,Episode VI
"249 ""BEN"" ""The other he spoke of is your twin sister.""",,Episode VI
"250 ""LUKE"" ""But I have no sister.""",,Episode VI
"251 ""BEN"" ""Hmm. To protect you both from the Emperor, you were hidden from your father when you were born. The Emperor knew, as I did, if Anakin were to have any offspring, they would be a threat to him. That is the reason why your sister remains safely anonymous.""",,Episode VI
"252 ""LUKE"" ""Leia! Leia's my sister.""",,Episode VI
"253 ""BEN"" ""Your insight serves you well. Bury your feelings deep down, Luke. They do you credit. But they could be made to serve the Emperor.""",,Episode VI
"254 ""BEN"" ""When your father left, he didn't know your mother was pregnant. Your mother and I knew he would find out eventually, but we wanted to keep you both as safe as possible, for as long as possible.  So I took you to live with my brother Owen on Tatooine... and your mother took Leia to live as the daughter of Senator Organa, on Alderaan.""",,Episode VI
"255 ""BEN"" ""The Organa household was high-born and politically quite powerful in that system. Leia became a princess by virtue of lineage... no one knew she'd been adopted, of course. But it was a title without real power, since Alderaan had long been a democracy.  Even so, the family continued to be politically powerful, and Leia, following in her foster father's path, became a senator as well.  That's not all she became, of course... she became the leader of her cell in the Alliance against the corrupt Empire. And because she had diplomatic immunity, she was a vital link for getting information to the Rebel cause.  That's what she was doing when her path crossed yours... for her foster parents had always told her to contact me on Tatooine, if her troubles became desperate.""",,Episode VI
"256 ""LUKE"" ""But you can't let her get involved now, Ben. Vader will destroy her.""",,Episode VI
"257 ""BEN"" ""She hasn't been trained in the ways of the Jedi the way you have, Luke ... but the Force is strong with her, as it is with all of your family. There is no avoiding the battle. You must face and destroy Vader!""",,Episode VI
"258 ""HAN"" ""Well, look at you, a general, huh?""",,Episode VI
"259 ""LANDO"" ""Oh, well, someone must have told them about my little maneuver at the battle of Taanab.""",,Episode VI
"260 ""HAN"" ""Well, don't look at me, pal. I just said you were a fair pilot. I didn't know they were lookin' for somebody to lead this crazy attack.""",,Episode VI
"261 ""LANDO"" ""I'm surprised they didn't ask you to do it.""",,Episode VI
"262 ""HAN"" ""Well, who says they didn't.  But I ain't crazy. You're the respectable one, remember?""",,Episode VI
"263 ""MON MOTHMA"" ""The Emperor has made a critical error and the time for our attack has come.""",,Episode VI
"264 ""MON MOTHMA"" ""The data brought to us by the Bothan spies pinpoints the exact location of the Emperor's new battle station. We also know that the weapon systems of this Death Star are not yet operational. With the Imperial Fleet spread throughout the galaxy in a vain effort to engage us, it is relatively unprotected. But most important of all, we've learned that the Emperor himself is personally overseeing the final stages of the construction of this Death Star.""",,Episode VI
"265 ""MON MOTHMA"" ""Many Bothans died to bring us this information. Admiral Ackbar, please.""",,Episode VI
"266 ""ACKBAR"" ""You can see here the Death Star orbiting the forest Moon of Endor. Although the weapon systems on this Death Star are not yet operational, the Death Star does have a strong defense mechanism. It is protected by an energy shield, which is generated from the nearby forest Moon of Endor. The shield must be deactivated if any attack is to be attempted. Once the shield is down, our cruisers will create a perimeter, while the fighters fly into the superstructure and attempt to knock out the main reactor.""",,Episode VI
"267 ""ACKBAR"" ""General Calrissian has volunteered to lead the fighter attack""",,Episode VI
"268 ""HAN"" ""Good luck.""",,Episode VI
"269 ""HAN"" ""You're gonna need it.""",,Episode VI
"270 ""ACKBAR"" ""General Madine.""",,Episode VI
"271 ""GENERAL MADINE"" ""We have stolen a small Imperial shuttle. Disguised as a cargo ship, and using a secret Imperial code, a strike team will land on the moon and deactivate the shield generator.""",,Episode VI
"272 ""THREEPIO"" ""Sounds dangerous.""",,Episode VI
"273 ""LEIA"" ""I wonder who they found to pull that off.""",,Episode VI
"274 ""GENERAL MADINE"" ""General Solo, is your strike team assembled?""",,Episode VI
"275 ""HAN"" ""Uh, my team's ready. I don't have a command crew for the shuttle.""",,Episode VI
"276 ""HAN"" ""Well, it's gonna be rough, pal. I didn't want to speak for you.""",,Episode VI
"277 ""HAN"" ""That's one.""",,Episode VI
"278 ""LEIA"" ""Uh, General... count me in.""",,Episode VI
"279 ""VOICE"" ""I'm with you, too!""",,Episode VI
"280 ""LEIA"" ""What is it?""",,Episode VI
"281 ""LUKE"" ""Ask me again sometime.""",,Episode VI
"282 ""HAN"" ""Luke.""",,Episode VI
"283 ""LUKE"" ""Hi, Han... Chewie.""",,Episode VI
"284 ""THREEPIO"" ""\""Exciting\"" is hardly the word I would use.""",,Episode VI
"285 ""HAN"" ""Look. I want you to take her. I mean it. Take her. You need all the help you can get. She's the fastest ship in the fleet.""",,Episode VI
"286 ""LANDO"" ""All right, old buddy. You know, I know what she means to you. I'll take good care of her. She-she won't get a scratch. All right?""",,Episode VI
"287 ""HAN"" ""Right. I got your promise now. Not a scratch.""",,Episode VI
"288 ""LANDO"" ""Look, would you get going, you pirate.""",,Episode VI
"289 ""LANDO"" ""Good luck.""",,Episode VI
"290 ""HAN"" ""You, too.""",,Episode VI
"291 ""HAN"" ""You got her warmed?""",,Episode VI
"292 ""LUKE"" ""Yeah, she's comin' up.""",,Episode VI
"293 ""HAN"" ""No. I don't think the Empire had Wookiees in mind when they designed her, Chewie.""",,Episode VI
"294 ""LEIA"" ""Hey, are you awake?""",,Episode VI
"295 ""HAN"" ""Yeah, I just got a funny feeling. Like I'm not gonna see her again.""",,Episode VI
"296 ""LEIA"" ""Come on, General, let's move.""",,Episode VI
"297 ""HAN"" ""Right. Chewie, let's see what this piece of junk can do. Ready, everybody?""",,Episode VI
"298 ""LUKE"" ""All set.""",,Episode VI
"299 ""THREEPIO"" ""Here we go again.""",,Episode VI
"300 ""HAN"" ""All right, hang on.""",,Episode VI
"301 ""VADER"" ""What is thy bidding, my Master?""",,Episode VI
"302 ""EMPEROR"" ""Send the fleet to the far side of Endor. There it will stay until called for.""",,Episode VI
"303 ""VADER"" ""What of the reports of the Rebel fleet massing near Sullust?""",,Episode VI
"304 ""EMPEROR"" ""It is of no concern. Soon the Rebellion will be crushed and young Skywalker will be one of us! Your work here is finished, my friend. Go out to the command ship and await my orders.""",,Episode VI
"305 ""VADER"" ""Yes, my Master.""",,Episode VI
"306 ""HAN"" ""If they don't go for this, we're gonna have to get outta here pretty quick, Chewie.""",,Episode VI
"307 ""CONTROLLER"" ""We have you on our screen now. Please identify.""",,Episode VI
"308 ""HAN"" ""Shuttle Tydirium requesting deactivation of the deflector shield.""",,Episode VI
"309 ""CONTROLLER"" ""Shuttle Tydirium, transmit the clearance code for shield passage.""",,Episode VI
"310 ""HAN"" ""Transmission commencing.""",,Episode VI
"311 ""LEIA"" ""Now we find out if that code is worth the price we paid.""",,Episode VI
"312 ""HAN"" ""It'll work. It'll work.""",,Episode VI
"313 ""LUKE"" ""Vader's on that ship.""",,Episode VI
"314 ""HAN"" ""Now don't get jittery, Luke. There are a lot of command ships. Keep your distance though, Chewie, but don't look like you're trying to keep your distance.""",,Episode VI
"315 ""HAN"" ""I don't know.  Fly casual.""",,Episode VI
"316 ""LUKE"" ""I'm endangering the mission. I shouldn't have come.""",,Episode VI
"317 ""HAN"" ""It's your imagination, kid. Come on. Let's keep a little optimism here.""",,Episode VI
"318 ""VADER"" ""Where is that shuttle going?""",,Episode VI
"319 ""PIETT"" ""Shuttle Tydirium, what is your cargo and destination?""",,Episode VI
"320 ""PILOT VOICE"" ""Parts and technical crew for the forest moon.""",,Episode VI
"321 ""VADER"" ""Do they have a code clearance?""",,Episode VI
"322 ""PIETT"" ""It's an older code, sir, but it checks out. I was about to clear them.""",,Episode VI
"323 ""PIETT"" ""Shall I hold them?""",,Episode VI
"324 ""VADER"" ""No. Leave them to me. I will deal with them myself.""",,Episode VI
"325 ""PIETT"" ""As you wish, my lord.  Carry on.""",,Episode VI
"326 ""HAN"" ""They're not goin' for it, Chewie.""",,Episode VI
"327 ""CONTROLLER"" ""Shuttle Tydirium, deactivation of the shield will commence immediately. Follow your present course.""",,Episode VI
"328 ""HAN"" ""Okay! I told you it was gonna work. No problem.""",,Episode VI
"329 ""THREEPIO"" ""Oh, I told you it was dangerous here.""",,Episode VI
"330 ""LEIA"" ""Shall we try and go around?""",,Episode VI
"331 ""HAN"" ""It'll take time. This whole party'll be for nothing if they see us.""",,Episode VI
"332 ""HAN"" ""Chewie and I will take care of this. You stay here.""",,Episode VI
"333 ""LUKE"" ""Quietly, there might be more of them out there.""",,Episode VI
"334 ""HAN"" ""Hey... it's me.""",,Episode VI
"335 ""SCOUT #1"" ""Go for help! Go!""",,Episode VI
"336 ""LUKE"" ""Great. Come on.""",,Episode VI
"337 ""LEIA"" ""Over there! Two more of them!""",,Episode VI
"338 ""LUKE"" ""I see them. Wait, Leia!""",,Episode VI
"339 ""LUKE"" ""Quick! Jam their comlink. Center switch!""",,Episode VI
"340 ""HAN"" ""Hey, wait! Ahhh!""",,Episode VI
"341 ""LUKE"" ""Move closer!""",,Episode VI
"342 ""LUKE"" ""Get alongside that one!""",,Episode VI
"343 ""LUKE"" ""Get him!""",,Episode VI
"344 ""LUKE"" ""Keep on that one! I'll take these two!""",,Episode VI
"345 ""THREEPIO"" ""Oh, General Solo, somebody's coming. Oh!""",,Episode VI
"346 ""HAN"" ""Luke! Where's Leia?""",,Episode VI
"347 ""LUKE"" ""What? She didn't come back?""",,Episode VI
"348 ""HAN"" ""I thought she was with you.""",,Episode VI
"349 ""LUKE"" ""We got separated.""",,Episode VI
"350 ""LUKE"" ""Hey, we better go look for her.""",,Episode VI
"351 ""HAN"" ""Take the squad ahead.  We'll meet at the shield generator at 0300.""",,Episode VI
"352 ""LUKE"" ""Come on, Artoo.  We'll need your scanners.""",,Episode VI
"353 ""THREEPIO"" ""Don't worry, Master Luke.  We know what to do.""",,Episode VI
"354 ""THREEPIO"" ""And you said it was pretty here. Ugh!""",,Episode VI
"355 ""LEIA"" ""Cut it out!""",,Episode VI
"356 ""LEIA"" ""I'm not gonna hurt you.""",,Episode VI
"357 ""LEIA"" ""Well, looks like I'm stuck here. Trouble is, I don't know where here is.""",,Episode VI
"358 ""LEIA"" ""Well, maybe you can help me. Come on, sit down.""",,Episode VI
"359 ""LEIA"" ""I promise I won't hurt you. Now come here.""",,Episode VI
"360 ""LEIA"" ""All right. You want something to eat?""",,Episode VI
"361 ""LEIA"" ""That's right. Come on. Hmmm?""",,Episode VI
"362 ""LEIA"" ""Look, it's a hat. It's not gonna hurt you. Look. You're a jittery little thing, aren't you?""",,Episode VI
"363 ""LEIA"" ""What is it?""",,Episode VI
"364 ""SCOUT #l"" ""Freeze!  Come on, get up!""",,Episode VI
