character,dialogue,movie
"805 ""DODONNA"" ""Well, the Empire doesn't consider a small one-man fighter to be any threat, or they'd have a tighter defense.  An analysis of the plans provided by Princess Leia has demonstrated a weakness in the battle station.""",,Episode IV
"806 ""DODONNA"" ""The approach will not be easy.  You are required to maneuver straight down this trench and skim the surface to this point.  The target area is only two meters wide.  It's a small thermal exhaust port, right below the main port.  The shaft leads directly to the reactor system.  A precise hit will start a chain reaction which should destroy the station.""",,Episode IV
"807 ""DODONNA"" ""Only a precise hit will set up a chain reaction.  The shaft is ray-shielded, so you'll have to use proton torpedoes.""",,Episode IV
"808 ""WEDGE"" ""That's impossible, even for a computer.""",,Episode IV
"809 ""LUKE"" ""It's not impossible.  I used to bullseye womp rats in my T-sixteen back home.  They're not much bigger than two meters.""",,Episode IV
"810 ""DODONNA"" ""Man your ships!  And may the Force be with you!""",,Episode IV
"811 ""DEATH STAR INTERCOM VOICE"" ""Orbiting the planet at maximum velocity.  The moon with the Rebel base will be in range in thirty minutes.""",,Episode IV
"812 ""VADER"" ""This will be a day long remembered.  It has seen the end of Kenobi and it will soon see the end of the Rebellion.""",,Episode IV
"813 ""MAN"" ""All flight troops, man your stations.  All flight troops, man your stations.""",,Episode IV
"814 ""LUKE"" ""So... you got your reward and you're just leaving then?""",,Episode IV
"815 ""HAN"" ""That's right, yeah!  I got some old debts I've got to pay off with this stuff.  Even if I didn't, you don't think I'd be fool enough to stick around here, do you?  Why don't you come with us?  You're pretty good in a fight.  I could use you.""",,Episode IV
"816 ""LUKE"" ""Come on!  Why don't you take a look around?  You know what's about to happen, what they're up against.  They could use a good pilot like you.  You're turning your back on them.""",,Episode IV
"817 ""HAN"" ""What good's a reward if you ain't around to use it?  Besides, attacking that battle station ain'tmy idea of courage.  It's more like suicide.""",,Episode IV
"818 ""LUKE"" ""All right.  Well, take care of yourself, Han... guess that's what you're best at, isn't it?""",,Episode IV
"819 ""HAN"" ""Hey, Luke... may the Force be with you!""",,Episode IV
"820 ""HAN"" ""What're you lookin' at?  I know what I'm doing.""",,Episode IV
"821 ""LEIA"" ""What's wrong?""",,Episode IV
"822 ""LUKE"" ""Oh, it's Han!  I don't know, I really thought he'd change his mind. """,,Episode IV
"823 ""LEIA"" ""He's got to follow his own path.  No one can choose it for him.""",,Episode IV
"824 ""LUKE"" ""I only wish Ben were here.""",,Episode IV
"825 ""BIGGS"" ""Luke!  I don't believe it!  How'd you get here... are you going out with us?!""",,Episode IV
"826 ""LUKE"" ""Biggs!  Of course, I'll be up there with you!  Listen, have I got some stories to tell...""",,Episode IV
"827 ""RED LEADER"" ""Are you... Luke Skywalker?  Have you been checked out on the Incom T-sixty-five?""",,Episode IV
"828 ""BIGGS"" ""Sir, Luke is the best bushpilot in the outer rim territories.""",,Episode IV
"829 ""RED LEADER"" ""I met your father once when I was just a boy.  He was a great pilot.  You'll do all right.  If you've got half of your father's skill, you'll do better than all right.""",,Episode IV
"830 ""LUKE"" ""Thank you, sir.  I'll try.""",,Episode IV
"831 ""BIGGS"" ""I've got to get aboard.  Listen, you'll tell me your stories when we come back.  All right?""",,Episode IV
"832 ""LUKE"" ""I told you I'd make it someday, Biggs.""",,Episode IV
"833 ""BIGGS"" ""You did, all right.  It's going to be like old times Luke. We're a couple of shooting stars that'll never be stopped!""",,Episode IV
"834 ""CHIEF"" ""This R2 unit of your seems a bit beat up.  Do you want a new one?""",,Episode IV
"835 ""LUKE"" ""Not on your life!  That little droid and I have been through a lot together.You okay, Artoo?""",,Episode IV
"836 ""CHIEF"" ""Okay, easy she goes!""",,Episode IV
"837 ""THREEPIO"" ""Hang on tight, Artoo, you've got to come back.""",,Episode IV
"838 ""THREEPIO"" ""You wouldn't want my life to get boring, would you?""",,Episode IV
"839 ""BEN"" ""Luke, the Force will be with you.""",,Episode IV
"840 ""MASSASSI INTERCOM VOICE"" ""Stand-by alert.  Death Star approaching.  Estimated time to firing range, fifteen minutes.""",,Episode IV
"841 ""RED LEADER"" ""All wings report in.""",,Episode IV
"842 ""RED TEN"" ""Red Ten standing by.""",,Episode IV
"843 ""RED SEVEN"" ""Red Seven standing by.""",,Episode IV
"844 ""BIGGS"" ""Red Three standing by.""",,Episode IV
"845 ""PORKINS"" ""Red Six standing by.""",,Episode IV
"846 ""RED NINE"" ""Red Nine standing by.""",,Episode IV
"847 ""WEDGE"" ""Red Two standing by.""",,Episode IV
"848 ""RED ELEVEN"" ""Red Eleven standing by.""",,Episode IV
"849 ""LUKE"" ""Red Five standing by.""",,Episode IV
"850 ""RED LEADER"" ""Lock S-foils in attack position.""",,Episode IV
"851 ""RED LEADER"" ""We're passing through their magnetic field.""",,Episode IV
"852 ""RED LEADER"" ""Hold tight!""",,Episode IV
"853 ""RED LEADER"" ""Switch your deflectors on.""",,Episode IV
"854 ""RED LEADER"" ""Double front!""",,Episode IV
"855 ""WEDGE"" ""Look at the size of that thing!""",,Episode IV
"856 ""RED LEADER"" ""Cut the chatter, Red Two.""",,Episode IV
"857 ""RED LEADER"" ""Accelerate to attack speed.  This is it, boys!""",,Episode IV
"858 ""GOLD LEADER"" ""Red Leader, this is Gold Leader.""",,Episode IV
"859 ""RED LEADER"" ""I copy, Gold Leader.""",,Episode IV
"860 ""GOLD LEADER"" ""We're starting for the target shaft now.""",,Episode IV
"861 ""RED LEADER"" ""We're in position.  I'm going to cut across the axis and try and draw their fire.""",,Episode IV
"862 ""WEDGE"" ""Heavy fire, boss!  Twenty-threedegrees.""",,Episode IV
"863 ""RED LEADER"" ""I see it.  Stay low. """,,Episode IV
"864 ""LUKE"" ""This is Red Five!  I'm going in!""",,Episode IV
"865 ""BIGGS"" ""Luke, pull up!""",,Episode IV
"866 ""BIGGS"" ""Are you all right?""",,Episode IV
"867 ""LUKE"" ""I got a little cooked, but I'm okay.""",,Episode IV
"868 ""ASTRO-OFFICER"" ""We count thirty Rebel ships, Lord Vader.  But they're so small they're evading our turbo-lasers!""",,Episode IV
"869 ""VADER"" ""We'll have to destroy them ship to ship.  Get the crews to their fighters.""",,Episode IV
"870 ""RED LEADER"" ""Luke, let me know when you're going in.""",,Episode IV
"871 ""LUKE"" ""I'm on my way in now...""",,Episode IV
"872 ""RED LEADER"" ""Watch yourself!  There's a lot of fire coming from the right side of that deflection tower.""",,Episode IV
"873 ""LUKE"" ""I'm on it.""",,Episode IV
"874 ""CONTROL OFFICER"" ""Squad leaders, we've picked up a new group of signals.  Enemy fighters coming your way.""",,Episode IV
"875 ""LUKE"" ""My scope's negative.  I don't see anything.""",,Episode IV
"876 ""RED LEADER"" ""Keep up your visual scanning.  With all this jamming, they'll be on top of you before your scope can pick them up.""",,Episode IV
"877 ""RED LEADER"" ""Biggs!  You've picked one up... watch it!""",,Episode IV
"878 ""BIGGS"" ""I can't see it!  Where is he?!""",,Episode IV
"879 ""BIGGS"" ""He's on me tight, I can't shake him... I can't shake him.""",,Episode IV
"880 ""LUKE"" ""Hang on, Biggs, I'm coming in.""",,Episode IV
"881 ""LUKE"" ""Got him!""",,Episode IV
"882 ""VADER"" ""Several fighters have broken off from the main group.  Come with me!""",,Episode IV
"883 ""BIGGS"" ""Pull in!  Luke... pull in!""",,Episode IV
"884 ""WEDGE"" ""Watch your back, Luke!""",,Episode IV
"885 ""WEDGE"" ""Watch your back!  Fighter's above you, coming in!""",,Episode IV
"886 ""LUKE"" ""I'm hit, but not bad.""",,Episode IV
"887 ""LUKE"" ""Artoo, see what you can do with it.  Hang on back there.""",,Episode IV
"888 ""RED LEADER"" ""Red Six...""",,Episode IV
"889 ""RED LEADER"" ""Can you see Red Five?""",,Episode IV
"890 ""RED TEN"" ""There's a heavy fire zone on this side. Red Five, where are you?""",,Episode IV
"891 ""LUKE"" ""I can't shake him!""",,Episode IV
"892 ""WEDGE"" ""I'm on him, Luke!""",,Episode IV
"893 ""WEDGE"" ""Hold on!""",,Episode IV
"894 ""LUKE"" ""Blast it!  Wedge where are you?""",,Episode IV
"895 ""LUKE"" ""Thanks, Wedge.""",,Episode IV
"896 ""BIGGS"" ""Good shooting, Wedge!""",,Episode IV
"897 ""GOLD LEADER"" ""Red Leader...""",,Episode IV
"898 ""GOLD LEADER"" ""... This is Gold Leader.  We're starting out attack run.""",,Episode IV
"899 ""RED LEADER"" ""I copy, Gold Leader.  Move into position.""",,Episode IV
"900 ""VADER"" ""Stay in attack formation!""",,Episode IV
"901 ""GOLD LEADER"" ""The exhaust post is...""",,Episode IV
"902 ""GOLD LEADER"" ""... marked and locked in!""",,Episode IV
"903 ""GOLD LEADER"" ""Switch power to front deflection screens.""",,Episode IV
"904 ""GOLD LEADER"" ""How many guns do you think, Gold Five?""",,Episode IV
"905 ""GOLD FIVE"" ""I'd say about twenty guns.  Some on the surface, some on the towers.""",,Episode IV
"906 ""MASSASSI INTERCOM VOICE"" ""Death Star will be in range in five minutes. """,,Episode IV
"907 ""GOLD LEADER"" ""Switch to targeting computer.""",,Episode IV
"908 ""GOLD TWO"" ""Computer's locked.  Getting a signal.""",,Episode IV
"909 ""GOLD TWO"" ""The guns... they've stopped!""",,Episode IV
"910 ""GOLD FIVE"" ""Stabilize your rear deflectors.  Watch for enemy fighters.""",,Episode IV
"911 ""GOLD LEADER"" ""They've coming in!  Three marks at two ten.""",,Episode IV
"912 ""VADER"" ""I'll take them myself!  Cover me!""",,Episode IV
"913 ""WINGMAN"" ""Yes, sir.""",,Episode IV
"914 ""GOLD LEADER"" ""I can't maneuver!""",,Episode IV
"915 ""GOLD FIVE"" ""Stay on target.""",,Episode IV
"916 ""GOLD LEADER"" ""We're too close.""",,Episode IV
"917 ""GOLD FIVE"" ""Stay on target!""",,Episode IV
"918 ""GOLD LEADER"" ""Loosen up!""",,Episode IV
"919 ""GOLD FIVE"" ""Gold Five to Red Leader...""",,Episode IV
"920 ""GOLD FIVE"" ""Lost Tiree, lost Dutch.""",,Episode IV
"921 ""RED LEADER"" ""I copy, Gold Five.""",,Episode IV
"922 ""GOLD FIVE"" ""They came from behind....""",,Episode IV
"923 ""OFFICER"" ""We've analyzed their attack, sir, and there is a danger.  Should I have your ship standing by?""",,Episode IV
"924 ""TARKIN"" ""Evacuate?  In out moment of triumph?  I think you overestimate their chances!""",,Episode IV
"925 ""VOICE"" ""Rebel base, three minutes and closing.""",,Episode IV
"926 ""RED LEADER"" ""Red Group, this is Red Leader.""",,Episode IV
"927 ""RED LEADER"" ""Rendezvous at mark six point one.""",,Episode IV
"928 ""WEDGE"" ""This is Red Two.  Flying towards you.""",,Episode IV
"929 ""BIGGS"" ""Red Three, standing by.""",,Episode IV
"930 ""DODONNA"" ""Red Leader, this is Base One.  Keep half your group out of range for the next run.""",,Episode IV
"931 ""RED LEADER"" ""Copy, Base One.  Luke, take Red Two and Three.  Hold up here and wait for my signal... to start your run.""",,Episode IV
"932 ""RED LEADER"" ""This is it!""",,Episode IV
"933 ""RED TEN"" ""We should be able to see it by now.""",,Episode IV
"934 ""RED LEADER"" ""Keep your eyes open for those fighters!""",,Episode IV
"935 ""RED TEN"" ""There's too much interference!""",,Episode IV
"936 ""RED TEN"" ""Red Five, can you see them from where you are?""",,Episode IV
"937 ""LUKE"" ""No sign of any... wait!""",,Episode IV
"938 ""LUKE"" ""Coming in point three five.""",,Episode IV
"939 ""RED TEN"" ""I see them.""",,Episode IV
"940 ""RED LEADER"" ""I'm in range.""",,Episode IV
"941 ""RED LEADER"" ""Target's coming up!""",,Episode IV
"942 ""RED LEADER"" ""Just hold them off for a few seconds.""",,Episode IV
"943 ""VADER"" ""Close up formation.""",,Episode IV
"944 ""RED LEADER"" ""Almost there!""",,Episode IV
"945 ""RED TEN"" ""You'd better let her loose.""",,Episode IV
"946 ""RED LEADER"" ""Almost there!""",,Episode IV
"947 ""RED TEN"" ""I can't hold them!""",,Episode IV
"948 ""RED LEADER"" ""It's away!""",,Episode IV
"949 ""RED NINE"" ""It's a hit!""",,Episode IV
"950 ""RED LEADER"" ""Negative.""",,Episode IV
"951 ""RED LEADER"" ""Negative!  It didn't go in, it just impacted on the surface.""",,Episode IV
"952 ""LUKE"" ""Red Leader, we're right above you.  Turn to point...""",,Episode IV
"953 ""LUKE"" ""... oh-five; we'll cover for you.""",,Episode IV
"954 ""RED LEADER"" ""Stay there...""",,Episode IV
"955 ""RED LEADER"" ""... I just lost my starboard engine.""",,Episode IV
"956 ""RED LEADER"" ""Get set up for your attack run.""",,Episode IV
"957 ""DEATH STAR INTERCOM VOICE"" ""Rebel base, one minute and closing.""",,Episode IV
"958 ""LUKE"" ""Biggs, Wedge, let's close it up.  We're going in.  We're going in full throttle.""",,Episode IV
"959 ""WEDGE"" ""Right with you, boss.""",,Episode IV
"960 ""BIGGS"" ""Luke, at that speed will you be able to pull out in time?""",,Episode IV
"961 ""LUKE"" ""It'll be just like Beggar's Canyon back home.""",,Episode IV
"962 ""BIGGS"" ""We'll stay back far enough to cover you.""",,Episode IV
"963 ""WEDGE"" ""My scope shows the tower, but I can't see the exhaust port!  Are you sure the computer can hit it?""",,Episode IV
"964 ""LUKE"" ""Watch yourself!  Increase speed full throttle!""",,Episode IV
"965 ""WEDGE"" ""What about that tower?""",,Episode IV
"966 ""LUKE"" ""You worry about those fighters!  I'll worry about the tower!""",,Episode IV
"967 ""LUKE"" ""Artoo... that, that stabilizer's broken loose again!  See if you can't lock it down!""",,Episode IV
"968 ""WEDGE"" ""I'm hit!  I can't stay with you.""",,Episode IV
"969 ""LUKE"" ""Get clear, Wedge.""",,Episode IV
"970 ""LUKE"" ""You can't do any more good back there!""",,Episode IV
"971 ""WEDGE"" ""Sorry!""",,Episode IV
"972 ""VADER"" ""Let him go!  Stay on the leader!""",,Episode IV
"973 ""BIGGS"" ""Hurry, Luke, they're coming in much faster this time. I can't hold them!""",,Episode IV
"974 ""LUKE"" ""Artoo, try and increase the power!""",,Episode IV
"975 ""BIGGS"" ""Hurry up, Luke!""",,Episode IV
"976 ""BIGGS"" ""Wait!""",,Episode IV
"977 ""DEATH STAR INTERCOM VOICE"" ""Rebel base, thirty seconds and closing.""",,Episode IV
"978 ""VADER"" ""I'm on the leader.""",,Episode IV
"979 ""THREEPIO"" ""Hang on, Artoo!""",,Episode IV
"980 ""BEN"" ""Use the Force, Luke.""",,Episode IV
"981 ""BEN"" ""Let go, Luke.""",,Episode IV
"982 ""VADER"" ""The Force is strong with this one!""",,Episode IV
"983 ""BEN"" ""Luke, trust me.""",,Episode IV
"984 ""BASE VOICE"" ""His computer's off.  Luke, you switched off your targeting computer.  What's wrong?""",,Episode IV
"985 ""LUKE"" ""Nothing.  I'm all right.""",,Episode IV
"986 ""LUKE"" ""I've lost Artoo!""",,Episode IV
"987 ""MASSASSI INTERCOM VOICE"" ""The Death Star has cleared the planet.  The Death Star has cleared the planet.""",,Episode IV
"988 ""DEATH STAR INTERCOM VOICE"" ""Rebel base, in range.""",,Episode IV
"989 ""TARKIN"" ""You may fire when ready.""",,Episode IV
"990 ""DEATH STAR INTERCOM VOICE"" ""Commence primary ignition.""",,Episode IV
"991 ""VADER"" ""I have you now.""",,Episode IV
"992 ""VADER"" ""What?""",,Episode IV
"993 ""HAN"" ""Yahoo!""",,Episode IV
"994 ""WINGMAN"" ""Look out!""",,Episode IV
"995 ""HAN"" ""You're all clear, kid.""",,Episode IV
"996 ""HAN"" ""Now let's blow this thing and go home!""",,Episode IV
"997 ""INTERCOM VOICE"" ""Stand by to fire at Rebel base.""",,Episode IV
"998 ""INTERCOM VOICE"" ""Standing by.""",,Episode IV
"999 ""HAN"" ""Great shot, kid.  That was one in a million.""",,Episode IV
"1000 ""BEN"" ""Remember, the Force will be with you... always.""",,Episode IV
"1001 ""LEIA"" ""Luke!  Luke!  Luke!""",,Episode IV
"1002 ""HAN"" ""Hey!  Hey!""",,Episode IV
"1003 ""LUKE"" ""I knew you'd come back!  I just knew it!""",,Episode IV
"1004 ""HAN"" ""Well, I wasn't gonna let you get all the credit and take all the reward.""",,Episode IV
"1005 ""LEIA"" ""Hey, I knew there was more to you than money.""",,Episode IV
"1006 ""LUKE"" ""Oh, no!""",,Episode IV
"1007 ""THREEPIO"" ""Oh, my!  Artoo!  Can you hear me?  Say something!You can repair him, can't you?""",,Episode IV
"1008 ""TECHNICIAN"" ""We'll get to work on him right away.""",,Episode IV
"1009 ""THREEPIO"" ""You must repair him!  Sir, if any of my circuits or gears will help, I'll gladly donate them.""",,Episode IV
"1010 ""LUKE"" ""He'll be all right.""",,Episode IV
